2020-07-12 16:11:08.724722	color	noun	person	noun	colour	hue	someone	thing	people
2020-07-12 16:11:21.396745	tight	adj	time	noun	tight	right	tighten	probably	difficult
2020-07-12 16:11:29.903204	tighten	verb	time	noun	loosen	tighter	relax	tightening	ease
